,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
3657,精金良玉,[],せいきんりょうぎょく,精,1802,14,[' spirit/sprite/nymph energy/vigor (vigour)/strength fine details semen]'],['せい'],"['月', '青', '土', '二', '米', '亠']",['精'],[5],['形声 Phonetic'],[3],[55290],[53008],['R'],金,2461,8,"[' money metal,', ' gold (Au)/golden (color)/gold (medal, cup) valuable/of highest value money/gold coin Friday metal (fourth of the five elements) Jin dynasty (China, 1115-1234)/Chin dynasty/Jurchen dynasty gold general testicles karat/carat,', ' gold gold coin gold colour (color)]']","['かね', 'きん', 'こがね']",['金'],['金'],[1],['象形 Pictographic'],[5],[589350],[516324],['S'],良,1998,7,"[' good (quality, condition, etc.) Good (grade)/B]']",['りょう'],['艮'],['良'],[4],['象形 Pictographic'],[3],[117671],[69894],['S'],玉,1541,5,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']","['王', '丶']",['玉'],[1],['象形 Pictographic'],[2],[86790],[30588],['S'],精金,[],[],精金,[],[]
3658,量才録用,[],りょうさいろくよう,量,2460,12,"[' quantity/amount/volume/capacity/portion (of food) generosity/magnanimity/tolerance pramana/(in Indian philosophy) means by which one gains accurate and valid knowledge,', ' progress]']","['りょう', 'はか']","['一', '日', '里']",['量'],[4],['象形 Pictographic'],[2],[97703],[97589],['P'],才,920,3,"[' -years-old,', ' ability/gift/talent/aptitude/genius sai/traditional unit of volume, approx.8 ml]']","['さい', 'さい']","['ノ', '一', '亅']",['才'],[2],['象形 Pictographic'],[3],[10298],[9723],['S'],録,2486,16,[' record/transcript]'],['ろく'],"['ヨ', '金', '水', '隶']",['録'],[4],['形声 Phonetic'],[2],[103784],[103771],['P'],用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],量才,[],[],量才,[],[]
3659,屋梁落月,[],おくりょうらくげつ,屋,646,9,"[' (something) shop somebody who sells (something) or works as (something) somebody with a (certain) personality trait house roof,', ' house/building roof]']","['や', 'おく']","['至', '土', '厶', '尸']",['屋'],[3],['会意 Com. Ideographic'],[4],[118824],[61444],['P'],梁,1205,11,"[' (fish) weir/fish trap,', ' beam/joist,', ' Liang dynasty (China, 502-557),', ' (roof) beam]']","['やな', 'はり', 'りょう', 'うつばり']","['氵', '刀', '木', '丶']",,,,,,,,落,2037,12,[' slip/omission outcome/final result/the end punch line (of a joke)]'],"['おち', 'ち']","['口', '氵', '夂', '⺾']",['落'],[3],['形声 Phonetic'],[3],[135487],[131556],['S'],月,1130,4,"[' moon month,', ' Monday]']","['つき', 'げつ']",['月'],['月'],[1],['象形 Pictographic'],[5],[960443],[951166],['S'],屋梁,[],[],屋梁,[],[]
3660,炊金饌玉,[],すいきんせんぎょく,炊,1450,8,[],[],"['火', '欠']",['炊'],[7],['会意 Com. Ideographic'],[1],[2984],[2966],['.'],金,2461,8,"[' money metal,', ' gold (Au)/golden (color)/gold (medal, cup) valuable/of highest value money/gold coin Friday metal (fourth of the five elements) Jin dynasty (China, 1115-1234)/Chin dynasty/Jurchen dynasty gold general testicles karat/carat,', ' gold gold coin gold colour (color)]']","['かね', 'きん', 'こがね']",['金'],['金'],[1],['象形 Pictographic'],[5],[589350],[516324],['S'],饌,2640,21,[' food offering to the gods prepared food]'],['せん'],"['｜', '食', '二', 'ハ', '已']",,,,,,,,玉,1541,5,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']","['王', '丶']",['玉'],[1],['象形 Pictographic'],[2],[86790],[30588],['S'],炊金,[],[],炊金,[],[]
3661,堆金積玉,[],たいきんせきぎょく,堆,475,11,"[' bank (river, lake) pile/heap]']",['たい'],"['土', '隹']",['堆'],[7],['形声 Phonetic'],[0],[708],[700],['.'],金,2461,8,"[' money metal,', ' gold (Au)/golden (color)/gold (medal, cup) valuable/of highest value money/gold coin Friday metal (fourth of the five elements) Jin dynasty (China, 1115-1234)/Chin dynasty/Jurchen dynasty gold general testicles karat/carat,', ' gold gold coin gold colour (color)]']","['かね', 'きん', 'こがね']",['金'],['金'],[1],['象形 Pictographic'],[5],[589350],[516324],['S'],積,1731,16,[' product volume/area]'],['せき'],"['禾', '貝', '目', 'ハ', '土', '亠']",['積'],[4],['形声 Phonetic'],[3],[63995],[60996],['S'],玉,1541,5,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']","['王', '丶']",['玉'],[1],['象形 Pictographic'],[2],[86790],[30588],['S'],堆金,[],[],堆金,[],[]
3662,玉石同砕,[],ぎょくせきどうさい,玉,1541,5,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']","['王', '丶']",['玉'],[1],['象形 Pictographic'],[2],[86790],[30588],['S'],石,1667,5,"[' stone jewel/precious stone flint (in a lighter) stone (in go) stone (in the bladder, kidney etc.)/calculus rock (in rock-paper-scissors)/stone,', "" koku/traditional unit of volume, approx. 180.4 litres measure of a Japanese-style boat's loading capacity (approx. 278.26 liters),"", ' counter for jewels in a watch counter for transistors, diodes, etc. in an electronic product]']","['いし', 'こく', 'せき']","['口', '石']",['石'],[1],['会意 Com. Ideographic'],[3],[156574],[59831],['S'],同,344,6,[' the same/the said likewise]'],['どう'],"['口', '冂', '一']",['同'],[2],['会意 Com. Ideographic'],[4],[833380],[827991],['R'],砕,1669,9,[],[],"['ノ', '口', '十', '石', '九']",['砕'],[7],['形声 Phonetic'],[1],[3211],[3206],['S'],玉石,"[' gems and stones/wheat and chaff/wheat and tares/good and bad,', ' pebble/round stone/boulder]']","['ぎょくせき', 'たまいし']",玉石,"[' gems and stones/wheat and chaff/wheat and tares/good and bad,', ' pebble/round stone/boulder]']","['ぎょくせき', 'たまいし']"
3663,心織筆耕,[],しんしょくひっこう,心,787,4,"[' mind/heart/spirit the meaning of a phrase (riddle, etc.),', ' heart/mind/spirit/vitality/inner strength bottom of one\'s heart/core (of one\'s character)/nature centre/center/core/heart heart (organ) Chinese ""Heart"" constellation (one of the 28 mansions) friend]']","['こころ', 'しん']",['心'],['心'],[2],['象形 Pictographic'],[4],[258654],[256954],['P'],織,1879,18,[' weave/weaving/woven item]'],"['おり', 'り']","['音', '糸', '幺', '小', '日', '立', '戈']",['織'],[5],['形声 Phonetic'],[1],[72142],[63740],['S'],筆,1767,12,[' writing brush/paintbrush/pen writing with a brush/drawing with a brush/penmanship/something drawn with a brush writing (composing text)/the written word (land) lot/plot]'],['ふで'],"['竹', '聿']",['筆'],[3],['会意 Com. Ideographic'],[2],[25147],[25031],['P'],耕,1917,10,[],[],"['｜', '土', 'ハ', '木', '亅', '耒', '井']",['耕'],[5],['形声 Phonetic'],[2],[10920],[3267],['S'],心織,[],[],心織,[],[]
3664,延頸挙踵,[],えんけいきょしょう,延,734,8,[],[],"['一', '止', '廴']",['延'],[6],['会意 Com. Ideographic'],[2],[56177],[53556],['S'],頸,2609,16,[' neck head dismissal/discharge/firing (from a job)]'],['くび'],"['貝', '目', 'ハ', '工', '巛', '頁']",,,,,,,,挙,963,10,[' action/behavior/behaviour/move recommendation (of a person for a position)]'],['きょ'],"['手', '⺌', 'ハ']",['挙'],[4],['会意 Com. Ideographic'],[1],[161313],[160969],['S'],踵,2330,16,"[' heel (of foot, shoe, stocking, etc.)]']",['かかと'],"['｜', 'ノ', '口', '足', '田', '里']",,,,,,,,延頸,[],[],延頸,[],[]
3665,男耕女織,[],だんこうじょしょく,男,1575,7,"[' man/male fellow/guy/chap/bloke male lover/boyfriend/man manliness/manly honor/manly honour/manly reputation,', ' man/boy,', ' male manly/brave/heroic larger (of the two)/greater man husband,', ' son,', ' son baron man/male]']","['おとこ', 'おのこ', 'お', 'なん', 'だん']","['田', '力']",['男'],[1],['会意 Com. Ideographic'],[5],[268685],[236012],['S'],耕,1917,10,[],[],"['｜', '土', 'ハ', '木', '亅', '耒', '井']",['耕'],[5],['形声 Phonetic'],[2],[10920],[3267],['S'],女,532,3,"["" female/woman/female sex female lover/girlfriend/mistress/(someone's) woman,"", ' woman/girl/daughter Chinese ""Girl"" constellation (one of the 28 mansions),', ' female smaller (of the two)/weaker woman wife]']","['おんな', 'じょ', 'め']",['女'],['女'],[1],['象形 Pictographic'],[5],[329980],[322259],['S'],織,1879,18,[' weave/weaving/woven item]'],"['おり', 'り']","['音', '糸', '幺', '小', '日', '立', '戈']",['織'],[5],['形声 Phonetic'],[1],[72142],[63740],['S'],男耕,[],[],男耕,[],[]
3666,合歓綢繆,[],ごうかんちゅうびゅう,合,342,6,"[' between-season wear/spring and autumn clothing/spring and fall clothing together condition/situation/state -ish,', ' gō/traditional unit of volume, approx.1804 litres gō/traditional unit of area, approx33 metres square one-tenth of the way from the base to the summit of a mountain conjunction sum/total synthesis (in dialectics) minor premise (in hetuvidya) counter for covered containers counter for matches, battles, etc.]']","['あい', 'い', 'ごう']","['口', '𠆢', '一']",['合'],[2],['象形 Pictographic'],[3],[727812],[706173],['S'],歓,1256,15,[' joy/enjoyment/delight/pleasure]'],['かん'],"['欠', '隹', '矢']",['歓'],[7],['形声 Phonetic'],[1],[16949],[16935],['S'],綢,1843,14,[],[],"['口', '糸', '幺', '小', '土', '冂']",,,,,,,,繆,1876,17,[],[],"['羽', '糸', '幺', '小', '𠆢', '冫', '彡']",,,,,,,,合歓,"[' enjoying pleasure together,', ' silk tree (Albizia julibrissin)]']","['ごうかん', 'ねむ']",合歓,"[' enjoying pleasure together,', ' silk tree (Albizia julibrissin)]']","['ごうかん', 'ねむ']"
3667,用和為貴,[],ようわいき,用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],和,372,8,"[' calm (at sea)/lull,', ' sum harmony/peace Japan/Japanese-style,', ' soft/fragile/weak/poorly built/insubstantial,', ' tranquil/calm/quiet/peaceful]']","['なぎ', 'わ', 'やわ', 'のど']","['禾', '口']",['和'],[3],['会意 Com. Ideographic'],[3],[259765],[111315],['R'],為,1457,9,"[' good/advantage/benefit/welfare sake/purpose/objective/aim consequence/result/effect affecting/regarding/concerning,', ' to do]']","['ため', 'す']","['ノ', '灬']",['為'],[7],['会意 Com. Ideographic'],[1],[164942],[164816],['P'],貴,2280,12,"[' value/preciousness/nobility,', ' your indicates high rank or status indicates love and respect (usu. for an older person),', ' lord/god/goddess/honorific title for deities (and high-ranking people)]']","['とうと', 'き', 'むち']","['｜', '一', '貝', '目', 'ハ', '口']",['貴'],[6],['会意 Com. Ideographic'],[1],[40784],[11941],['R'],用和,[],[],用和,[],[]
3668,装模作様,[],そうもさくよう,装,2143,12,[' clothing/dressing binding (of a book)]'],['そう'],"['衣', '士', '爿']",['装'],[6],['形声 Phonetic'],[2],[65339],[64282],['P'],模,1237,14,[' wooden printing block]'],['かたぎ'],"['大', '日', '木', '⺾']",['模'],[6],['形声 Phonetic'],[1],[68951],[63281],['R'],作,95,7,[' work (e.g. of art)/production harvest/cultivation/farming/crop/yield technique]'],['さく'],"['｜', 'ノ', '⺅']",['作'],[2],['形声 Phonetic'],[4],[513294],[500901],['P'],様,1234,14,"[' mess/sorry state/plight/sad sight -ways/-wards in the act of .../just as one is ... manner of .../way of ...,', ' Mr./Mrs./Miss/Ms. makes a word more polite (usu. in fixed expressions) state/situation/appearance/manner,', ' appearing .../looking ... way to .../method of ...ing form/style/design like/similar to thing (thought or spoken),', ' Mr./Mrs./Ms.,', ' precedent/example]']","['ざま', 'さま', 'よう', 'ちゃま', 'ためし']","['王', '水', '并', '木', '羊']",['様'],[3],['形声 Phonetic'],[3],[87077],[87022],['P'],装模,[],[],装模,[],[]
3669,蒼蠅驥尾,[],そうようきび,蒼,2050,13,[' blue/azure green green light (traffic) black (horse coat color) blue 5-point card immature/unripe/young]'],['あお'],"['ノ', '口', '𠆢', '⺾']",,,,,,,,蠅,2119,19,[' fly (any insect of infraorder Muscomorpha) person of no worth/pisher/scrub]'],['はえ'],"['虫', '黽']",,,,,,,,驥,2667,26,[],[],"['｜', '田', '二', '馬', 'ハ', '匕', '爿']",,,,,,,,尾,639,7,"[' tail (animal, kite, comet, etc.)/tail end slope at the foot of a mountain,', ' Chinese ""Tail"" constellation (one of the 28 mansions) counter for fish, shrimp, etc.]']","['お', 'び']","['毛', '尸']",['尾'],[7],['象形 Pictographic'],[1],[61572],[8768],['S'],蒼蠅,[' bluebottle fly little pest]'],['あおばえ'],蒼蠅,[' bluebottle fly little pest]'],['あおばえ']
3670,亡羊補牢,[],ぼうようほろう,亡,43,3,[' death the late/the deceased]'],['ぼう'],"['亡', '亠']",['亡'],[6],['象形 Pictographic'],[3],[83912],[83912],['S'],羊,1892,6,[' sheep (Ovis aries)]'],['ひつじ'],"['王', '并', '羊']",['羊'],[3],['象形 Pictographic'],[1],[2775],[2642],['S'],補,2148,12,[' assistant .../probationary ...]'],['ほ'],"['十', '衤', '用', '丶']",['補'],[6],['形声 Phonetic'],[2],[144396],[144371],['R'],牢,1501,7,[' prison/jail/gaol firm/solid/strong]'],['ろう'],"['牛', '宀']",,,,,,,,亡羊,[' lost sheep]'],['ぼうよう'],亡羊,[' lost sheep]'],['ぼうよう']
3671,三釁三浴,[],さんきんさんよく,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],釁,2454,25,[],[],"['臼', '刀', '酉', 'ハ', '冂']",,,,,,,,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],浴,1349,10,[],[],"['口', '氵', '谷', 'ハ', '𠆢']",['浴'],[4],['形声 Phonetic'],[2],[19247],[19202],['S'],三釁,[],[],三釁,[],[]
3672,大欲非道,[],たいよくひどう,大,513,3,"[' large/big/great/major/important/serious/heavy/loud older/senior final/ultimate rough/broad/general,', ' large/big/great/huge/vast/major/important/serious/severe great/prominent/eminent/distinguished -sized/as big as/the size of university large (e.g. serving size)/large option long month (i.e. having 31 days),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much,', ' nth year in the Taishō era (1912.7.30-1926.12.25)]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い', 'たい']",['大'],['大'],[1],['象形 Pictographic'],[5],[1825235],[1224358],['R'],欲,1253,11,[' greed/craving/desire/appetite/hunger/avarice/wants]'],['よく'],"['欠', '口', '谷', 'ハ', '𠆢']",['欲'],[6],['形声 Phonetic'],[3],[27227],[27225],['P'],非,2583,8,[' fault/error/mistake going poorly/being disadvantageous/being unfavorable un-/non-/an-]'],['ひ'],['非'],['非'],[5],['象形 Pictographic'],[3],[81808],[81771],['R'],道,2415,12,"[' road/path/street/lane/passage route/way distance/journey road (e.g. to victory)/course way (of living, proper conduct, etc.)/moral principles teachings (esp. Confucian or Buddhist)/dogma field (e.g. of medicine)/subject/speciality means/way/method,', ' road/path/street/route way/set of practices/rules for conducting oneself Buddhist teachings Taoism modern administrative region of Japan (Hokkaido) historical administrative region of Japan (Tokaido, Tosando, etc.) province (Tang-era administrative region of China) province (modern administrative region of Korea),', ' way/road way to .../road to ...]']","['みち', 'どう', 'ち']","['辶', '自', '并', '首']",['道'],[2],['会意 Com. Ideographic'],[4],[330135],[251485],['P'],大欲,[' avarice]'],['たいよく'],大欲,[' avarice]'],['たいよく']
